aX,aY,aZ,gX,gY,gZ
0.514,-0.541,1.359,-10.315,-10.254,-165.955
0.564,-0.527,1.335,-6.836,-6.653,-168.030
0.503,-0.470,1.371,0.610,-8.789,-164.612
0.454,-0.457,1.374,4.211,-16.785,-156.677
0.399,-0.419,1.395,13.550,-24.170,-156.494
0.363,-0.421,1.380,18.677,-27.954,-152.710
0.167,-0.389,1.396,25.757,-27.039,-133.240
0.112,-0.308,1.395,31.738,-25.879,-119.812
0.101,-0.177,1.351,46.448,-20.203,-102.905
0.064,-0.161,1.362,55.298,-16.418,-101.501
0.151,-0.157,1.305,82.947,-5.005,-110.535
0.219,-0.138,1.256,95.154,2.441,-112.122
0.234,-0.210,1.237,107.849,21.851,-108.398
0.302,-0.259,1.143,104.492,31.616,-107.422
0.297,-0.242,1.145,101.074,39.490,-107.178
0.329,-0.223,1.123,99.487,46.143,-102.600
0.342,-0.173,1.146,98.450,50.293,-103.821
0.253,-0.228,1.070,100.220,58.777,-100.708
0.268,-0.146,1.124,93.567,64.270,-94.910
0.134,-0.145,1.173,91.919,72.266,-93.445
0.114,-0.127,1.210,93.384,76.172,-87.769
0.129,-0.056,1.250,93.201,88.684,-75.562
0.117,-0.021,1.259,96.313,92.529,-76.233
0.109,-0.016,1.277,96.436,96.985,-75.867
0.143,0.020,1.266,104.980,97.534,-69.702
0.123,0.021,1.207,107.971,94.727,-68.787
0.096,-0.025,1.083,110.168,91.614,-57.861
0.119,0.026,1.066,110.474,90.576,-53.162
0.031,-0.069,0.877,109.314,93.750,-40.771
0.008,-0.015,0.902,102.661,98.206,-33.142
-0.045,-0.005,0.895,98.267,110.107,-28.015
-0.022,0.082,0.956,95.947,116.882,-23.254
-0.027,0.147,1.015,91.614,135.010,-24.658
-0.079,-0.052,0.876,95.581,128.174,-12.817
-0.005,0.070,1.002,88.867,131.958,4.578
-0.062,0.069,0.968,88.074,132.874,3.174
-0.089,0.074,0.994,86.060,132.629,8.301
-0.129,0.077,1.004,84.778,126.343,14.465
-0.142,0.056,1.026,82.825,122.742,12.878
-0.191,0.042,1.044,79.956,120.911,13.977
-0.251,0.047,1.088,75.256,115.417,24.780
-0.244,0.084,1.106,73.730,113.464,30.579
-0.265,0.165,1.117,71.350,115.723,35.828
-0.292,0.173,1.099,71.716,116.516,37.842
-0.337,0.177,1.038,72.571,116.028,48.584
