aX,aY,aZ,gX,gY,gZ
-0.110,-0.104,1.143,-9.277,6.348,1.160
-0.070,-0.095,1.108,-7.935,2.625,-0.244
-0.059,-0.089,1.098,-7.141,-1.221,-0.671
-0.036,-0.062,1.075,-8.850,-7.568,-4.395
-0.059,-0.054,1.059,-8.728,-8.606,-6.592
-0.075,-0.062,1.067,-8.911,-5.798,-8.606
-0.137,-0.068,1.021,-10.010,-5.981,-9.399
-0.158,-0.056,1.016,-11.353,-5.798,-8.484
-0.182,-0.053,1.016,-13.000,-0.183,-9.705
-0.178,-0.033,1.009,-13.062,4.272,-8.850
-0.172,-0.037,1.001,-12.329,7.446,-6.653
-0.137,-0.042,1.007,-11.597,7.629,-5.554
-0.121,-0.046,1.002,-14.038,8.179,-7.019
-0.129,-0.056,0.998,-14.404,8.362,-8.789
-0.132,-0.056,0.995,-16.296,6.714,-11.169
-0.180,-0.055,1.006,-17.273,6.287,-12.634
-0.200,-0.059,1.012,-17.517,5.981,-13.062
-0.222,-0.080,0.997,-18.494,6.287,-13.306
-0.240,-0.074,1.000,-18.127,7.690,-12.024
-0.222,-0.069,1.015,-19.653,7.812,-12.085
-0.230,-0.067,1.013,-16.907,8.240,-11.292
-0.217,-0.068,1.017,-15.503,8.179,-9.644
-0.224,-0.077,1.008,-15.930,7.996,-10.986
-0.230,-0.080,0.998,-13.977,7.019,-9.583
-0.219,-0.082,1.004,-12.817,4.761,-8.362
-0.229,-0.071,0.989,-13.855,3.479,-8.362
-0.248,-0.066,0.962,-14.343,0.549,-7.507
-0.254,-0.063,0.954,-13.672,0.977,-6.531
-0.259,-0.059,0.933,-15.503,2.136,-6.409
-0.252,-0.071,0.947,-17.090,3.235,-5.127
-0.254,-0.072,0.962,-17.456,5.127,-5.310
-0.266,-0.066,0.983,-16.479,6.653,-4.395
-0.258,-0.061,0.993,-13.794,3.967,-2.197
-0.234,-0.053,0.977,-13.062,0.854,-2.075
-0.240,-0.063,0.973,-11.597,-0.977,-1.709
-0.240,-0.062,0.963,-13.672,-4.639,-0.854
-0.226,-0.052,0.956,-13.855,-7.263,0.854
-0.220,-0.064,0.970,-14.526,-6.287,-0.549
-0.232,-0.065,0.967,-14.343,-4.761,-0.305
-0.230,-0.086,0.964,-18.005,-0.671,-0.610
-0.218,-0.073,0.979,-19.165,0.061,-0.366
-0.197,-0.079,1.005,-20.325,2.930,-0.244
-0.194,-0.084,1.019,-20.386,2.869,0.305
-0.203,-0.077,1.034,-20.447,1.892,-1.465
-0.210,-0.079,1.042,-17.639,-4.272,-2.625
-0.206,-0.083,1.042,-17.395,-6.165,-1.465
-0.214,-0.098,1.039,-15.259,-8.179,-1.587
-0.222,-0.101,1.040,-14.526,-6.653,-1.160
-0.212,-0.108,1.020,-12.329,-4.639,-1.099
-0.213,-0.118,1.017,-13.733,-5.188,0.305
-0.195,-0.113,1.030,-12.329,-4.028,-0.671
-0.186,-0.101,1.034,-12.207,-3.052,0.427
-0.190,-0.103,1.037,-13.062,-2.808,-1.221
-0.179,-0.114,1.029,-12.085,-7.263,-2.625
-0.195,-0.105,1.029,-13.306,-8.850,-4.700
-0.224,-0.099,1.040,-10.864,-9.521,-5.615
-0.229,-0.100,1.022,-11.536,-10.437,-4.761
-0.238,-0.111,1.038,-11.475,-8.606,-4.150
-0.232,-0.099,1.042,-11.230,-5.859,-3.235
-0.242,-0.109,1.050,-9.399,-5.249,-2.075
-0.234,-0.113,1.051,-10.620,-6.287,-2.808
-0.234,-0.099,1.051,-9.827,-7.385,-3.052
-0.228,-0.099,1.061,-9.827,-9.399,-1.343
-0.219,-0.104,1.061,-6.531,-10.193,-1.526
-0.206,-0.125,1.045,-7.507,-12.756,-1.282
-0.209,-0.128,1.053,-7.751,-13.916,-2.197
-0.195,-0.143,1.069,-8.179,-11.902,-4.517
-0.196,-0.155,1.083,-6.165,-10.681,-4.822
-0.198,-0.147,1.091,-4.883,-14.099,-4.700
-0.195,-0.143,1.086,-2.930,-14.404,-4.272
-0.198,-0.101,1.069,-2.197,-16.846,-5.737
-0.190,-0.084,1.055,-0.305,-16.602,-6.042
-0.200,-0.115,1.022,1.282,-15.625,-6.165
-0.202,-0.115,1.002,0.732,-14.648,-6.165

0.412,-2.468,-0.665,-190.918,-43.335,60.669
0.403,-3.184,-1.084,-202.698,-55.847,61.340
0.614,-4.055,-1.166,-303.040,-126.526,74.402
0.945,-4.177,-0.609,-360.962,-155.090,68.726
0.869,-3.758,1.346,-396.973,-122.986,55.420
0.400,-3.324,2.286,-373.840,-40.955,-0.488
-0.891,-1.926,4.360,-221.619,220.398,-29.297
-1.037,-1.431,4.916,-201.965,263.977,-52.673
-0.333,-0.371,5.177,-140.442,249.817,22.339
0.180,-0.423,4.818,-75.317,182.312,81.421
1.364,-0.661,2.970,79.346,83.862,143.799
1.562,-0.781,2.009,103.516,33.142,104.919
