aX,aY,aZ,gX,gY,gZ
0.827,0.010,1.255,145.874,16.663,111.633
0.911,0.039,0.994,144.775,28.503,108.276
0.940,0.047,0.869,139.893,34.424,101.196
0.939,0.017,0.770,124.084,41.687,89.294
0.922,0.056,0.796,116.577,40.161,85.449
0.887,0.082,0.828,110.229,37.415,80.444
0.788,0.099,0.823,101.440,37.109,71.472
0.711,0.117,0.828,98.328,37.598,70.496
0.646,0.108,0.835,90.820,43.030,72.388
0.594,0.089,0.815,86.609,48.096,74.890
0.596,0.061,0.794,83.069,53.467,78.247
0.653,0.056,0.788,72.937,65.063,85.144
0.698,0.065,0.799,68.237,67.749,87.585
0.761,0.065,0.806,65.063,68.176,85.754
0.879,0.100,0.835,61.035,64.514,78.918
0.920,0.117,0.854,60.059,60.364,73.608
0.941,0.111,0.844,59.753,54.565,65.796
0.896,0.013,0.747,59.631,39.856,49.011
0.839,-0.023,0.726,54.871,34.607,43.457
0.700,-0.043,0.782,44.250,33.508,39.429
0.671,-0.045,0.831,41.321,38.940,39.551
0.660,-0.052,0.867,37.842,46.265,40.222
0.671,-0.060,0.903,33.752,61.951,44.128
0.699,-0.048,0.919,30.762,66.650,44.373
0.836,-0.030,0.929,31.189,71.472,43.274
0.892,-0.052,0.898,32.043,72.205,38.574
0.926,-0.073,0.880,32.532,71.899,33.691
0.920,-0.072,0.844,28.198,67.139,19.165
0.881,-0.083,0.842,25.696,64.209,12.146
0.761,-0.082,0.871,21.545,54.504,-1.221
0.694,-0.077,0.897,19.287,50.781,-5.310
0.639,-0.058,0.914,20.081,49.255,-8.545
0.534,-0.073,0.909,19.104,51.514,-12.878
0.498,-0.058,0.918,19.775,52.368,-12.451
0.465,-0.042,0.905,20.142,56.458,-8.789
0.471,-0.030,0.892,19.836,61.523,-7.507
0.488,-0.026,0.889,19.836,66.650,-7.019
0.535,-0.036,0.830,21.667,74.524,-6.958
0.562,-0.048,0.814,21.179,78.064,-9.033
0.576,-0.024,0.823,19.104,77.820,-13.733
0.589,-0.006,0.823,19.653,76.050,-16.724
0.595,0.008,0.822,21.973,74.463,-19.348
0.571,0.002,0.770,22.156,69.092,-30.151
0.559,0.014,0.735,21.179,65.857,-34.546
0.535,0.016,0.668,20.691,61.890,-40.161
0.533,0.018,0.632,18.738,61.707,-42.908
0.526,0.012,0.583,16.785,60.425,-46.692
0.499,0.013,0.518,9.644,60.852,-51.758
0.484,0.028,0.500,6.104,61.035,-54.199
0.467,0.043,0.476,0.977,61.035,-60.181
0.470,0.042,0.459,-0.793,59.570,-65.796
0.467,0.028,0.459,-4.700,58.899,-70.801
0.424,0.001,0.466,-8.972,53.223,-82.947
0.390,0.001,0.487,-12.024,48.706,-87.280
0.373,0.031,0.499,-14.465,40.222,-94.849
0.340,0.041,0.524,-18.677,38.635,-100.830
0.300,0.039,0.535,-20.691,36.560,-110.168
0.215,0.052,0.493,-20.752,33.264,-110.962
0.147,0.054,0.477,-20.874,31.128,-111.267
0.014,0.039,0.417,-25.757,36.133,-110.962
-0.043,0.026,0.411,-29.602,41.748,-109.375
-0.119,-0.001,0.398,-36.133,51.392,-104.004
-0.151,-0.020,0.426,-40.344,54.565,-103.455
-0.262,-0.082,0.504,-49.866,50.232,-104.492
-0.329,-0.098,0.572,-52.734,42.847,-105.103
-0.463,-0.113,0.733,-58.838,26.001,-107.666
-0.543,-0.120,0.834,-62.134,17.883,-107.361
-0.681,-0.109,1.025,-58.960,1.404,-107.910

-1.058,-0.171,1.317,-31.372,-22.644,-71.228
-1.068,-0.171,1.324,-27.893,-23.437,-60.852
-1.016,-0.134,1.299,-19.653,-21.912,-38.208
-0.955,-0.130,1.281,-17.090,-19.775,-26.245
-0.802,-0.098,1.226,-12.573,-17.822,-8.972
-0.719,-0.080,1.215,-10.437,-17.883,-1.099
-0.576,-0.055,1.154,-10.559,-18.982,9.705
-0.498,-0.030,1.135,-9.888,-18.860,13.062
-0.359,-0.016,1.110,-12.207,-17.395,18.677
-0.313,-0.013,1.103,-11.536,-17.517,20.264
-0.272,-0.018,1.080,-12.207,-18.188,20.386
-0.219,-0.061,1.054,-12.878,-19.958,20.752
-0.195,-0.065,1.055,-15.259,-20.447,23.865
-0.117,-0.073,1.077,-17.029,-20.081,24.231
-0.086,-0.087,1.075,-17.578,-18.982,24.780
-0.023,-0.080,1.105,-17.822,-17.029,26.306
0.020,-0.074,1.145,-16.968,-17.273,26.062
0.100,-0.049,1.186,-12.817,-14.587,23.071
0.111,-0.033,1.198,-10.742,-13.794,20.996
0.148,-0.016,1.110,-4.089,-14.099,16.052
0.142,-0.011,1.098,-2.747,-13.672,14.465
0.131,0.002,1.029,-0.916,-14.465,11.841
0.154,0.034,1.001,0.427,-15.381,10.437
0.153,0.047,1.000,-1.892,-15.625,7.507
0.152,0.068,0.971,-3.723,-15.564,3.662
0.119,0.061,0.982,-3.845,-15.808,0.488
0.070,0.070,0.974,-4.883,-18.372,-0.488
0.060,0.100,0.984,-6.165,-19.165,-0.183
0.060,0.117,0.992,-7.385,-18.005,-0.183
0.041,0.125,0.980,-7.996,-14.038,-1.221
0.035,0.127,0.971,-8.423,-13.672,-1.770
0.033,0.141,0.972,-9.827,-13.367,-1.160
0.039,0.142,0.976,-11.230,-13.245,-1.404
0.040,0.142,0.975,-11.841,-11.963,-2.441
0.038,0.119,0.974,-14.282,-10.864,-4.761
0.031,0.111,0.976,-14.709,-11.414,-5.798
0.004,0.077,0.992,-15.930,-13.367,-5.737
0.007,0.102,1.025,-17.822,-13.977,-5.371
0.017,0.081,1.045,-17.334,-12.878,-6.531
0.013,0.070,1.048,-16.663,-11.475,-6.104
0.004,0.047,1.058,-17.456,-10.437,-7.935
-0.010,0.024,1.073,-17.395,-11.597,-7.690
-0.021,0.016,1.088,-18.433,-12.634,-8.484
-0.041,0.023,1.110,-15.869,-12.939,-6.714
-0.045,0.020,1.112,-14.648,-12.451,-6.226
-0.042,0.010,1.103,-12.573,-10.803,-4.761
-0.026,0.022,1.085,-13.123,-11.169,-3.235
-0.004,0.029,1.070,-11.719,-11.047,-2.136
0.021,0.042,1.067,-12.512,-11.353,-2.014
0.031,0.046,1.068,-12.512,-10.742,-2.441
0.015,0.024,1.068,-11.902,-9.460,-4.639
-0.001,0.020,1.058,-11.475,-10.498,-3.662
-0.022,0.016,1.061,-11.902,-12.085,-4.517
-0.020,0.022,1.063,-10.925,-11.658,-4.028
-0.035,0.040,1.061,-10.559,-10.254,-4.395
-0.032,0.054,1.063,-9.399,-9.094,-3.784
-0.012,0.060,1.011,-7.568,-8.240,-3.113
-0.043,0.038,1.004,-10.010,-8.911,-3.540
-0.052,0.054,1.001,-10.559,-9.705,-2.319
-0.019,0.066,1.005,-10.437,-7.263,-0.610
-0.002,0.070,0.999,-11.963,-5.676,-1.221
-0.001,0.057,1.015,-12.512,-3.540,-2.136
0.001,0.058,1.022,-12.939,-4.578,-2.014
-0.012,0.047,1.008,-12.878,-7.019,-4.578
-0.033,0.055,0.997,-13.367,-7.751,-4.578
-0.043,0.052,1.003,-13.916,-9.583,-3.174
-0.043,0.065,1.009,-14.221,-10.803,-2.258
-0.045,0.067,1.011,-15.076,-10.254,-1.709
-0.035,0.063,1.006,-14.038,-11.414,-0.244
-0.010,0.076,1.014,-14.221,-11.475,0.671
0.006,0.070,1.022,-15.503,-10.010,0.122
0.010,0.064,1.020,-14.893,-9.277,0.549
0.006,0.051,1.024,-15.320,-9.460,-0.549
0.002,0.051,1.012,-16.052,-10.620,-0.793
0.003,0.058,1.024,-15.198,-9.827,-0.488
0.023,0.064,1.060,-16.663,-9.766,-0.610
0.018,0.062,1.064,-15.259,-9.155,-1.526
0.008,0.051,1.054,-14.221,-9.338,-1.404
0.011,0.050,1.037,-13.672,-11.292,-1.038
0.019,0.051,1.041,-13.855,-11.536,-1.099
0.020,0.048,1.049,-14.587,-10.315,-1.770
0.029,0.050,1.070,-13.672,-9.338,-1.282
0.023,0.050,1.064,-13.855,-10.132,-1.770
0.031,0.052,1.062,-13.245,-10.193,-2.014
0.017,0.046,1.049,-13.428,-10.071,-2.136
0.011,0.046,1.062,-13.245,-10.986,-0.671
0.017,0.048,1.071,-13.550,-10.437,-0.732
0.039,0.055,1.069,-13.245,-8.911,-0.793
0.026,0.056,1.078,-13.184,-8.972,-1.221
0.023,0.037,1.067,-12.024,-8.606,-1.343
0.025,0.046,1.071,-12.207,-8.484,-1.526
0.031,0.057,1.081,-12.817,-8.240,-1.160
0.038,0.059,1.076,-12.817,-7.080,-2.380
0.035,0.068,1.076,-11.536,-6.165,-2.075
0.045,0.061,1.072,-10.681,-6.226,-3.357
0.029,0.041,1.041,-10.559,-6.287,-2.930
0.017,0.046,1.044,-12.268,-7.324,-1.648
0.050,0.064,1.050,-11.963,-6.897,-1.587
0.056,0.063,1.048,-10.986,-5.005,-0.977
0.059,0.062,1.041,-11.475,-4.578,-1.892
0.065,0.060,1.043,-11.780,-3.662,-3.052
0.063,0.054,1.043,-11.597,-3.967,-3.723
0.052,0.046,1.025,-11.902,-3.662,-5.188
0.032,0.042,1.015,-12.451,-4.028,-5.554
0.029,0.050,1.022,-14.404,-4.517,-4.517
0.036,0.057,1.040,-14.343,-4.028,-4.700
0.039,0.062,1.044,-12.268,-3.296,-4.517
0.033,0.058,1.025,-14.038,-3.113,-5.432
0.036,0.060,1.021,-13.123,-3.235,-5.676
0.031,0.061,1.010,-13.062,-4.700,-4.333
0.028,0.056,1.028,-13.733,-4.639,-4.333
0.012,0.052,1.048,-13.855,-4.883,-5.005
-0.001,0.046,1.050,-13.733,-5.554,-4.883
0.003,0.055,1.032,-12.085,-6.226,-4.578
0.006,0.060,1.032,-12.329,-5.310,-4.456
0.014,0.059,1.039,-11.841,-4.150,-3.967
0.013,0.054,1.038,-13.123,-3.113,-3.845
0.025,0.069,1.015,-13.672,-5.066,-4.089
0.019,0.064,1.019,-14.160,-5.432,-5.249

-0.773,-1.142,-0.760,-264.160,-27.527,-235.901
-0.970,-1.260,-0.585,-283.020,-36.316,-229.187
-1.242,-1.467,-0.002,-310.059,-67.444,-210.937
-1.394,-1.564,0.427,-312.317,-88.684,-200.256
-1.548,-1.652,1.205,-300.659,-133.118,-175.415
-1.602,-1.637,1.508,-268.372,-170.715,-142.639
-1.695,-1.573,2.020,-245.605,-188.904,-124.939
-1.678,-1.528,2.170,-182.007,-218.872,-84.656
-1.657,-1.532,2.186,-148.376,-228.821,-63.293
-1.590,-1.440,2.202,-88.867,-248.474,-15.625
-1.493,-1.410,2.127,-57.983,-254.272,10.620
-1.172,-1.337,1.853,-4.456,-254.883,63.171
-0.904,-1.247,1.728,17.761,-253.418,89.905
-0.090,-1.232,1.552,71.716,-252.502,137.817
0.199,-1.059,1.341,84.351,-288.025,118.164
0.669,-0.978,1.098,106.750,-269.226,145.447
0.784,-0.938,1.028,100.159,-249.878,139.648
0.996,-0.931,0.968,85.693,-218.872,126.404
1.097,-0.898,1.068,77.881,-200.989,128.113
1.198,-0.826,1.371,71.106,-167.358,130.737
1.248,-0.703,1.492,76.965,-156.860,137.695
1.455,-0.563,1.812,93.506,-126.587,144.470
1.533,-0.545,1.866,104.431,-125.549,134.949
1.820,-0.442,1.624,113.586,-127.563,113.342
1.451,-0.412,1.972,83.557,-99.731,73.120
1.275,-0.398,1.849,115.112,-101.929,91.064
1.118,-0.348,1.879,119.019,-95.886,96.008
1.004,-0.224,1.918,122.681,-60.730,102.173
0.947,-0.151,1.982,123.413,-31.738,107.117
0.957,-0.192,1.993,139.343,17.090,118.347
1.146,-0.109,1.754,150.024,16.602,119.324
1.171,-0.068,1.720,149.902,29.846,117.554
1.165,-0.014,1.607,148.010,44.373,105.042
1.134,-0.010,1.513,152.161,45.776,97.839
0.967,-0.035,1.415,152.710,43.823,86.487
0.830,-0.032,1.416,150.146,48.706,81.604
0.625,-0.044,1.425,147.766,63.904,83.252
0.575,-0.051,1.404,149.902,73.853,86.609
0.543,-0.023,1.361,148.193,84.595,92.285
0.608,0.073,1.257,148.132,95.947,102.173
0.653,0.117,1.172,148.621,97.595,103.210
0.720,0.169,0.927,146.362,91.309,98.694
0.733,0.195,0.821,139.954,86.121,94.482
0.746,0.225,0.744,121.277,71.594,83.862
0.766,0.191,0.689,109.192,63.232,77.698
0.794,0.161,0.702,98.389,56.702,73.120
0.840,0.133,0.898,80.261,55.786,67.322
0.798,0.103,1.030,74.768,59.509,65.735
0.770,0.093,1.112,74.463,64.148,65.552
0.747,0.025,1.125,79.895,72.449,70.496
0.792,0.016,1.074,82.092,79.102,72.998
0.856,0.028,1.047,81.238,88.806,75.562
1.014,0.078,0.934,82.031,88.318,72.998
1.090,0.060,0.823,80.627,87.769,67.688
1.164,0.079,0.700,68.542,80.872,52.368
1.166,0.085,0.674,61.890,72.815,41.748
1.154,0.077,0.663,54.688,64.331,31.738
1.123,0.047,0.628,42.786,49.866,11.719
1.063,0.017,0.673,34.546,46.448,2.136
0.981,-0.039,0.660,31.067,44.250,-5.676
0.858,-0.135,0.618,25.574,51.208,-10.986
0.856,-0.146,0.653,23.315,62.866,-9.888
0.907,-0.123,0.695,20.813,89.600,-10.925
0.937,-0.135,0.670,22.278,101.440,-11.902
0.989,-0.087,0.659,23.499,113.220,-18.127
0.992,-0.061,0.652,23.499,111.877,-24.536
0.968,-0.053,0.642,24.841,108.337,-32.410
0.863,-0.038,0.611,27.527,93.323,-47.058
0.795,-0.033,0.586,28.748,86.243,-56.519
0.630,-0.047,0.461,31.616,71.289,-69.519
0.556,-0.037,0.393,31.189,60.852,-73.914
0.447,-0.025,0.316,25.085,48.889,-79.956
0.406,-0.001,0.304,21.851,44.067,-81.787
0.396,0.026,0.287,18.555,41.077,-84.351
0.392,0.079,0.271,12.695,39.490,-89.355
0.402,0.082,0.269,10.010,38.574,-93.018
0.396,0.087,0.232,0.183,38.757,-105.896
0.386,0.100,0.214,-3.357,34.912,-112.793
0.345,0.083,0.188,-9.705,21.912,-122.742
0.219,0.070,0.125,-15.747,15.381,-126.831
0.168,0.062,0.109,-20.874,11.658,-128.845
0.075,0.057,0.075,-35.095,6.470,-130.676
0.025,0.047,0.072,-41.870,4.944,-128.662
-0.004,0.087,0.105,-54.443,3.906,-124.512
-0.020,0.085,0.117,-58.044,4.822,-122.253
-0.073,0.052,0.141,-69.336,8.057,-123.230
-0.104,0.040,0.169,-75.012,7.385,-125.793
-0.147,0.017,0.232,-85.510,4.211,-130.127
-0.300,-0.052,0.359,-89.600,-1.343,-131.958
-0.343,-0.020,0.437,-93.628,-6.531,-132.812
-0.423,-0.016,0.674,-100.830,-7.935,-132.812
-0.465,-0.005,0.762,-98.145,-8.545,-131.714
-0.614,-0.106,0.846,-95.154,-11.902,-130.676
-0.713,-0.129,0.955,-90.332,-22.888,-119.263
-0.746,-0.134,1.020,-87.402,-27.527,-114.258
-0.851,-0.156,1.186,-81.482,-33.386,-104.980
-0.881,-0.159,1.317,-76.416,-34.729,-97.229
-0.918,-0.120,1.542,-68.420,-32.166,-82.214
-0.934,-0.108,1.576,-59.143,-33.203,-74.341
-0.897,-0.085,1.524,-41.382,-39.185,-56.641
-0.858,-0.074,1.504,-33.997,-39.856,-46.204
-0.788,-0.109,1.391,-26.123,-38.147,-29.175
-0.740,-0.109,1.333,-24.597,-37.903,-22.095
-0.612,-0.092,1.328,-28.625,-41.016,-7.996
-0.559,-0.092,1.365,-30.823,-41.870,-3.967
-0.472,-0.064,1.426,-30.579,-46.997,3.601
-0.431,-0.061,1.469,-31.250,-49.011,6.775
-0.324,-0.034,1.461,-23.865,-49.255,11.047
-0.274,-0.042,1.431,-20.081,-47.485,14.404
-0.184,-0.060,1.345,-13.123,-42.297,22.827
-0.113,-0.058,1.298,-10.559,-38.330,26.367
0.048,-0.063,1.214,-8.240,-28.687,32.166
0.123,-0.072,1.189,-7.812,-24.170,33.142
0.177,-0.089,1.164,-7.568,-18.433,33.386
0.294,-0.091,1.105,-10.132,-15.076,31.738
0.331,-0.097,1.099,-11.841,-15.442,29.236
0.377,-0.087,1.084,-13.611,-19.775,20.020
0.364,-0.078,1.133,-15.320,-19.348,14.465
0.283,-0.052,1.198,-15.442,-22.583,5.432

-0.527,-0.513,1.601,-47.119,-28.931,45.166
-0.543,-0.465,1.795,-47.424,-28.564,56.519
-0.594,-0.483,2.126,-42.664,-16.418,74.402
-0.605,-0.443,2.220,-34.058,-16.663,85.205
-0.538,-0.400,2.297,-16.418,-2.930,102.417
-0.305,-0.354,2.493,-10.132,5.981,109.070
-0.225,-0.327,2.562,0.732,9.338,115.417
-0.096,-0.404,2.683,26.306,22.461,125.305
-0.068,-0.462,2.703,39.490,32.227,134.888
0.109,-0.437,2.711,59.937,59.204,155.945
0.239,-0.363,2.705,65.857,68.298,165.344
0.308,-0.319,2.625,79.468,82.520,172.058
0.344,-0.293,2.484,88.745,83.130,176.819
0.382,-0.239,2.386,91.125,78.613,180.542
0.428,-0.069,2.188,94.116,69.702,190.308
0.443,0.010,2.076,94.971,65.857,193.115
0.503,0.058,1.853,94.788,63.232,199.036
0.631,0.027,1.686,96.436,60.059,201.294
0.812,-0.050,1.462,94.482,62.500,198.730
1.238,-0.246,1.183,87.097,64.453,193.665
1.491,-0.307,1.146,81.604,64.575,185.852
2.076,-0.475,1.090,82.031,55.359,162.720
2.363,-0.520,1.132,86.731,50.354,147.339
2.713,-0.682,1.102,105.652,23.437,99.976
2.812,-0.827,0.982,121.338,1.465,73.914
2.875,-1.015,0.770,135.254,-24.231,47.424
2.797,-1.179,0.417,143.555,-52.917,7.263
2.724,-1.196,0.370,139.221,-46.143,-8.240
2.630,-1.188,0.404,130.371,-8.057,-39.246
2.581,-1.146,0.435,128.967,15.686,-50.232
2.380,-1.016,0.298,136.108,46.875,-75.317
2.210,-0.925,0.164,137.207,58.472,-87.830
1.843,-0.696,-0.157,137.329,80.627,-109.192
1.660,-0.617,-0.339,136.414,85.388,-123.840
1.270,-0.499,-0.675,125.061,102.295,-150.757
1.131,-0.440,-0.768,115.540,114.014,-162.598
0.844,-0.394,-0.914,90.271,136.597,-183.899
0.733,-0.355,-0.931,76.538,145.508,-191.467
0.567,-0.269,-0.848,54.749,149.963,-202.637
0.489,-0.254,-0.793,46.570,146.606,-208.374
0.376,-0.259,-0.692,36.194,120.544,-217.712
0.315,-0.245,-0.654,31.616,102.173,-222.229
0.154,-0.268,-0.600,24.780,72.021,-231.750
0.028,-0.284,-0.561,18.860,63.232,-236.023
-0.202,-0.303,-0.504,9.888,45.776,-238.220
-0.318,-0.291,-0.448,2.197,39.246,-240.906
-0.577,-0.283,-0.369,-9.705,30.090,-234.924
-0.686,-0.233,-0.318,-14.343,30.457,-227.051
-0.725,-0.167,-0.306,-25.574,47.729,-213.745
-0.732,-0.158,-0.306,-31.189,55.176,-205.261
-0.670,-0.102,-0.288,-40.466,54.871,-188.232
-0.603,-0.104,-0.300,-44.495,54.260,-186.157
-0.631,-0.181,-0.168,-60.608,42.725,-187.439
-0.686,-0.225,-0.107,-68.787,28.809,-190.063
-0.873,-0.313,0.061,-81.909,-6.775,-193.970
-0.990,-0.334,0.157,-87.402,-25.452,-192.688
-1.295,-0.351,0.332,-97.473,-59.021,-179.626
-1.386,-0.315,0.400,-99.426,-75.195,-151.611
-1.427,-0.252,0.467,-101.868,-77.454,-132.568
-1.352,-0.303,0.440,-105.591,-66.589,-102.783
-1.343,-0.371,0.459,-111.816,-60.120,-91.309
-1.273,-0.429,0.637,-128.662,-74.524,-72.144
-1.209,-0.417,0.731,-130.615,-89.111,-63.843
-1.098,-0.374,0.891,-132.446,-118.164,-55.603
-1.053,-0.359,0.940,-129.761,-131.287,-51.758
-1.024,-0.355,0.898,-119.934,-158.997,-39.551
-0.998,-0.364,0.823,-115.540,-168.579,-33.325
-1.024,-0.549,0.771,-119.568,-169.189,-18.127
-1.026,-0.710,1.042,-132.629,-165.955,1.282
-1.045,-0.740,1.300,-135.681,-165.894,12.817
-0.979,-0.802,1.668,-123.901,-175.964,34.424
-0.887,-0.823,1.767,-112.488,-179.565,46.143
-0.681,-0.819,1.908,-84.045,-176.880,69.458
-0.546,-0.851,1.804,-65.186,-179.443,80.200
-0.227,-0.880,1.532,-40.283,-179.810,98.633
-0.057,-0.862,1.408,-33.569,-174.194,108.459
0.223,-0.840,1.264,-34.546,-151.672,116.394
0.288,-0.837,1.264,-41.565,-141.052,115.906
0.726,-0.814,1.240,-46.570,-144.043,117.065
0.468,-0.751,1.557,-61.401,-157.043,86.731
0.415,-0.726,1.608,-47.974,-161.865,109.680
0.375,-0.642,1.747,-50.781,-158.264,100.037
0.240,-0.595,1.928,-35.889,-145.386,108.704
0.217,-0.573,1.965,-29.541,-140.137,105.896
0.236,-0.545,1.948,-17.700,-109.802,114.197
0.279,-0.523,1.907,-13.916,-95.581,115.967
0.423,-0.500,1.862,-2.625,-73.120,117.920
0.535,-0.449,1.841,4.883,-72.754,121.155
0.726,-0.353,1.841,20.325,-74.341,117.249
0.736,-0.316,1.806,22.644,-71.716,111.511
0.779,-0.233,1.782,31.128,-66.589,100.769
0.751,-0.201,1.757,36.377,-64.819,97.351
0.737,-0.181,1.731,41.870,-61.218,94.543
0.649,-0.155,1.641,52.002,-50.842,91.003
0.647,-0.122,1.592,59.265,-47.729,91.919
0.545,-0.098,1.469,68.359,-32.776,94.971
0.551,-0.094,1.404,71.533,-22.705,94.360
0.652,-0.118,1.186,76.477,-10.071,97.656
0.715,-0.124,1.081,76.233,-3.601,96.680
0.812,-0.121,1.002,73.792,1.343,94.482
0.957,-0.100,0.900,68.970,5.676,86.914
1.028,-0.085,0.842,67.627,5.737,81.604
1.075,-0.061,0.796,61.218,6.958,65.613
1.108,-0.070,0.770,57.983,10.315,54.932
1.133,-0.076,0.740,56.213,10.437,47.607
1.100,-0.106,0.608,51.086,6.287,31.738
1.093,-0.110,0.545,50.049,6.897,26.306
1.095,-0.086,0.516,44.006,7.812,19.653
1.055,-0.086,0.476,32.837,9.338,3.967
1.023,-0.075,0.494,26.794,9.460,-5.249
0.874,-0.068,0.566,18.066,5.859,-21.851
0.799,-0.063,0.581,17.029,3.845,-28.564
0.736,-0.058,0.584,15.747,-0.122,-36.011
0.593,-0.060,0.562,13.611,-4.395,-42.664
0.512,-0.062,0.545,11.169,-6.042,-46.875
0.332,-0.078,0.549,5.859,-6.836,-47.974
0.280,-0.060,0.556,3.540,-5.432,-47.791
0.225,-0.062,0.582,-0.610,-2.747,-46.753
0.155,-0.075,0.630,-8.057,2.197,-42.786

0.552,-0.123,1.947,30.823,62.622,128.845
0.703,-0.134,1.975,37.659,60.486,129.028
0.849,-0.181,1.947,45.593,57.617,123.047
1.140,-0.273,1.901,60.364,52.551,110.352
1.296,-0.301,1.880,69.824,49.805,101.929
1.387,-0.532,1.834,89.478,45.715,82.642
1.406,-0.662,1.754,100.464,40.649,77.942
1.408,-0.829,1.645,124.146,40.161,80.688
1.601,-1.044,1.468,131.348,53.528,85.693
1.747,-1.135,1.456,136.047,72.021,89.539
2.146,-1.211,1.478,148.499,114.624,91.553
2.366,-1.181,1.465,159.912,129.211,85.999
2.637,-1.113,1.287,187.622,134.155,53.955
2.648,-1.053,1.073,201.538,122.864,31.555
2.515,-0.948,0.572,221.130,85.205,-18.311
2.358,-0.863,0.265,226.257,67.993,-45.471
2.120,-0.794,0.043,223.145,53.650,-72.876
1.643,-0.588,-0.335,208.130,35.400,-119.385
1.441,-0.537,-0.459,193.604,34.790,-140.869
1.117,-0.439,-0.622,166.870,43.823,-170.715
0.992,-0.390,-0.657,154.968,53.223,-180.786
0.783,-0.358,-0.720,131.531,71.472,-199.890
0.681,-0.344,-0.781,119.934,76.965,-205.200
0.534,-0.295,-0.854,93.689,71.045,-211.060
0.483,-0.257,-0.867,81.116,66.223,-216.431
0.324,-0.267,-0.889,55.237,58.838,-228.943
0.257,-0.261,-0.910,41.199,48.401,-233.582
0.057,-0.247,-0.936,15.625,22.217,-241.882
-0.061,-0.236,-0.923,2.747,6.897,-245.789
-0.277,-0.210,-0.876,-22.705,-21.729,-247.742
-0.359,-0.160,-0.821,-35.461,-31.616,-246.948
-0.498,-0.122,-0.709,-57.251,-37.659,-241.577
-0.559,-0.122,-0.693,-77.332,-31.860,-236.084
-0.692,-0.187,-0.699,-89.233,-27.893,-231.873
-0.805,-0.255,-0.609,-116.516,-27.161,-222.046
-0.855,-0.292,-0.533,-127.380,-34.302,-217.041
-0.880,-0.327,-0.312,-148.315,-56.213,-205.872
-0.920,-0.353,-0.237,-153.748,-71.228,-201.172
-0.989,-0.396,-0.028,-165.161,-102.112,-191.223
-1.154,-0.472,0.160,-171.143,-130.310,-179.382
-1.281,-0.524,0.234,-171.997,-142.883,-170.715
-1.515,-0.689,0.476,-177.490,-165.771,-142.517
-1.569,-0.708,0.622,-177.979,-175.659,-124.268
-1.514,-0.683,1.070,-174.927,-183.960,-86.121
-1.365,-0.666,1.250,-153.625,-189.026,-48.889
-1.254,-0.643,1.267,-143.494,-192.871,-31.616
-1.011,-0.694,1.223,-115.295,-197.632,-2.686
-0.959,-0.776,1.247,-106.567,-193.054,8.484
-0.851,-0.949,1.283,-92.041,-198.120,29.968
-0.797,-1.050,1.311,-88.684,-202.454,40.955
-0.584,-1.175,1.452,-81.421,-208.191,66.589
-0.404,-1.164,1.600,-79.651,-207.275,81.970
-0.015,-1.132,1.742,-64.941,-200.256,104.065
0.203,-1.064,1.786,-57.495,-197.449,115.723
0.745,-0.866,1.955,-43.701,-177.124,126.770
0.866,-0.794,2.129,-29.297,-169.739,120.483
1.047,-0.818,2.070,-23.560,-178.223,89.844
1.157,-0.778,1.933,-5.188,-181.519,103.943
0.813,-0.818,2.064,-13.123,-157.166,87.891
0.701,-0.810,2.068,-1.343,-150.391,97.656
0.467,-0.766,2.220,-2.075,-112.671,112.244
0.475,-0.722,2.313,2.380,-88.074,119.324
0.620,-0.645,2.228,15.198,-45.227,128.845
0.729,-0.601,2.163,23.254,-29.907,127.869
0.878,-0.495,1.924,34.546,-20.691,121.826
0.923,-0.422,1.820,37.903,-21.484,117.065
0.922,-0.377,1.725,40.710,-24.475,110.718
0.857,-0.312,1.589,45.349,-31.555,98.633
0.784,-0.300,1.564,45.593,-32.654,94.482
0.625,-0.307,1.576,44.617,-27.527,88.562
0.522,-0.320,1.598,45.227,-22.156,89.661
0.380,-0.333,1.604,54.810,-10.071,100.159
0.377,-0.305,1.594,62.134,-1.221,106.262
0.434,-0.293,1.553,78.064,11.292,118.958
0.587,-0.240,1.357,82.336,18.860,120.728
0.661,-0.205,1.246,84.778,21.606,120.972
0.859,-0.174,1.059,87.769,21.362,118.591
0.763,-0.057,0.923,83.679,21.057,111.633
1.001,-0.007,0.826,82.825,13.306,105.530
0.997,0.003,0.815,73.975,15.991,95.764
1.010,0.016,0.810,68.054,15.564,89.294
0.979,-0.028,0.797,56.885,20.203,73.608
0.985,-0.022,0.835,52.979,19.287,67.139
0.949,-0.065,0.903,43.884,23.071,58.960
0.947,-0.033,0.951,42.114,27.710,55.359
0.962,-0.047,0.983,42.969,29.541,52.063
0.995,-0.036,0.958,49.072,34.241,42.053
1.005,-0.048,0.895,52.429,36.804,36.255
1.000,-0.061,0.721,56.824,37.292,25.696
1.005,-0.062,0.652,56.274,35.217,20.691
1.002,-0.055,0.597,54.443,35.217,13.855
0.946,-0.056,0.528,46.509,31.677,0.427
0.916,-0.055,0.511,42.297,28.687,-6.531
0.872,-0.039,0.517,35.034,20.325,-17.761
0.775,-0.030,0.518,32.715,13.245,-24.048
0.719,-0.023,0.511,29.785,7.874,-31.067
0.587,-0.023,0.474,22.949,-1.953,-38.391
0.531,-0.010,0.464,19.348,-4.883,-41.382
0.429,0.020,0.513,9.827,-3.906,-42.053
